type,Lat,Lon,start year,end year,magnitude,extent,description of event
Earthquake,38.25,23.5,1853,1853,,,"GREECE: THEBES, BOEOTIA"
Earthquake,26.2,127.6,1853,1853,,,JAPAN: OKINAWA
Earthquake,47,154,1853,1853,,,RUSSIA: S. KURIL ISLANDS
Earthquake,-21.167,-175.167,1853,1853,,,TONGA TRENCH
Earthquake,14,123,1853,1853,,,"PHILIPPINES: CAMARINES, DAET"
Earthquake,24,-104.4,1854,1854,,,MEXICO: DURANGO
Earthquake,-3.5,128.6,1854,1854,6,,INDONESIA: BANDA SEA
Earthquake,19.8,-100.2,1854,1854,,,MEXICO: TLAPUJAHUA
Earthquake,57,-152,1854,1854,,,ALASKA: GULF OF ALASKA
Earthquake,39.3,16.3,1854,1854,,,"ITALY: CONNICI,COSENZA,PIETRAFITTA,PATERNO"
Earthquake,13.8,-89.2,1854,1854,,,EL SALVADOR: SAN SALVADOR
Earthquake,17,-96.3,1854,1854,,,"MEXICO: VERACRUZ,OAXACA"
Earthquake,34.4,-119.7,1854,1854,,,CALIFORNIA: SOUTHERN
Earthquake,44.3,11.8,1854,1854,,,ITALY: N
Earthquake,35,136,1854,1854,,,"JAPAN: IGA, ISE, YAMATO"
Earthquake,43,-0.1,1854,1854,,,"FRANCE: BAGNERES, GRIPP, LOURDES, ARGES"
Earthquake,39.5,20.5,1854,1854,,,"ALBANIA: DELVINE, SULI, GZIG"
Earthquake,8.5,-83,1854,1854,7.2,,COSTA RICA-PANAMA
Earthquake,8.5,-83,1854,1854,7.2,,COSTA RICA-PANAMA
Earthquake,38.06,45.03,1854,1854,4.5,,"IRAN: TABRIZ, KHVOY (KHOI)"
Earthquake,0.8,127.4,1854,1854,,,INDONESIA: MALUKU: TERNATE ISLAND
Earthquake,37.8,-122.4,1854,1854,,,CALIFORNIA: NORTHERN
Earthquake,34,137.9,1854,1854,8.3,,JAPAN: ENSHUNADA SEA
Earthquake,33.1,135,1854,1854,8.4,,JAPAN: NANKAIDO
Earthquake,29.1,107.1,1854,1854,5.5,,CHINA: SICHUAN PROVINCE
Earthquake,43.8,7.9,1854,1854,,,"FRANCE: CAGNES, BAR, ST PAUL, GRASSE, MENTON, NICE"
Earthquake,-41.25,175,1855,1855,8,,"NEW ZEALAND: WELLINGTON,WAIOURU,WANGANUI,OTAKI"
Earthquake,17,-96.3,1855,1855,,,"MEXICO: GUERRERO,OAXACA"
Earthquake,-39.2,177.6,1855,1855,5.5,,NEW ZEALAND
Earthquake,40.2,29.1,1855,1855,6.7,,"TURKEY: TAYABAS, BURSA"
Earthquake,17,-96.3,1855,1855,,,MEXICO: OAXACA
Earthquake,40.75,-124.2,1855,1855,,,CALIFORNIA: NORTHERN
Earthquake,16,121,1855,1855,,,PHILIPPINES: S LUZON
Earthquake,40.2,29.1,1855,1855,,,TURKEY: BURSA
Earthquake,40.2,29.1,1855,1855,6.7,,TURKEY: BURSA
Earthquake,42,19.5,1855,1855,,,"ALBANIA: SHKODER, BUCHATI, ZADRIME, JUBANI, KOSMACI"
Earthquake,34.1,-118.1,1855,1855,6,,CALIFORNIA: LOS ANGELES
Earthquake,0.8,127.3,1855,1855,,,INDONESIA: MALUKU: TERNATE ISLAND
Earthquake,46.3,7.9,1855,1855,8.5,,SWITZERLAND: HAUT-VALAIS
Earthquake,46.2,7.9,1855,1855,,,SWITZERLAND
Earthquake,46.3,7.8,1855,1855,,,SWITZERLAND
Earthquake,-33,-71.7,1855,1855,,,CHILE: VALPARAISO
Earthquake,37.1,5.7,1855,1855,,,ALGERIA
Earthquake,15.91,-85.96,1855,1855,,,HONDURAS: TRUJILLO
Earthquake,37.8,-122.4,1855,1855,,,CALIFORNIA: SAN FRANCISCO
Earthquake,46.2,7.9,1855,1855,,,SWITZERLAND
Earthquake,34.5,137.6,1855,1855,7,,ENSHUNADA
Earthquake,35.65,139.8,1855,1855,7,,JAPAN: TOKYO
Earthquake,32.5,134.5,1855,1855,7,,JAPAN: NANKAIDO
Earthquake,39.1,121.6,1855,1855,5.5,,CHINA: LIAONING PROVINCE
Earthquake,43.8,6.4,1855,1855,,,"FRANCE: CHASTEUIL,TAULANNE,CASTELLANE,TALOIRE"
Earthquake,29.2,108.1,1855,1855,4.8,,CHINA: SICHUAN PROVINCE
Earthquake,37.1,-8,1856,1856,,,"PORTUGAL: TAVIRA, ALGARVE"
Earthquake,17,-96.3,1856,1856,,,MEXICO: OAXACA
Earthquake,37.5,-122.3,1856,1856,5.5,,CALIFORNIA: NORTHERN
Earthquake,3.67,125.5,1856,1856,,,INDONESIA: SANGIHE PULAU (VOLCANIC)
Earthquake,46.4,12.4,1856,1856,,,ITALY: PIEVE SANTO STEFANO
Earthquake,29.7,108.8,1856,1856,5.5,,CHINA: HUBEI PROVINCE
Earthquake,-8.5,116,1856,1856,,,INDONESIA: LOMBOK ISLAND
Earthquake,16,-88,1856,1856,7.5,,HONDURAS: COAST
Earthquake,37.1,5.7,1856,1856,,,ALGERIA: NORTHERN
Earthquake,37.1,5.7,1856,1856,,,ALGERIA: NORTHERN
Earthquake,40.5,143.5,1856,1856,8,,JAPAN: OSHIMA
Earthquake,35.5,26,1856,1856,,,GREECE: CRETE; EGYPT
Earthquake,38.25,26.25,1856,1856,6.6,,GREECE: CHIOS (E SPORADES)
Earthquake,4.9,31.7,1857,1857,,,"SUDAN: GONDOKORO, ILENGWE"
Earthquake,35,-119,1857,1857,8.3,,CALIFORNIA: SAN FRANCISCO
Earthquake,37.4,45.3,1857,1857,,,IRAN: LAKE URMIA (LAKE URMI)
Earthquake,38.4,42.1,1857,1857,6.7,,TURKEY: HINIS
Earthquake,-5.5,147,1857,1857,8,,PAPUA NEW GUINEA: BISMARCK SEA
Earthquake,-8,115.5,1857,1857,7,,"INDONESIA: TIMOR ISLAND:: DILHI, GERA"
Earthquake,36.5,1.3,1857,1857,,,ALGERIA: SEA OF ALBORAN
Earthquake,34.8,138.3,1857,1857,6.4,,"TOKAIDO, JAPAN"
Earthquake,39.4,16.4,1857,1857,,,"ITALY: CALABRIA,MONTEMURRO"
Earthquake,40.2,29,1857,1857,,,TURKEY: BURSA
Earthquake,38.3,45.4,1857,1857,,,"IRAN: TASUJ,AZARBAIJAN"
Earthquake,1.35,125.2,1857,1857,,,INDONESIA: SULAWESI ISLAND: KEMA
Earthquake,1.35,125.2,1857,1857,,,INDONESIA: SULAWESI ISLAND: KEMA
Earthquake,40.3,16,1857,1857,6.5,,"ITALY: CAMPANIA, POTENZA"
Earthquake,49.2,18.8,1858,1858,,,SLOVAKIA: ZILINA
Earthquake,55,166,1858,1858,7.5,,RUSSIA: KOMANDORSKY ISLAND
Earthquake,38,23,1858,1858,,,"GREECE: VIEILLE,KORINTHOS,HEXAMILIA"
Earthquake,36,137.5,1858,1858,,,JAPAN: HIDA: N
Earthquake,36.571,137.59,1858,1858,,,SHINANO: TATE-YAMA VOLCANO
Earthquake,-30,-71.4,1858,1858,6.5,,CHILE: LA SERENA
Earthquake,17,-96.3,1858,1858,,,MEXICO: OAXACA
Earthquake,19.2,-99.1,1858,1858,,,MEXICO: MEXICO CITY
Earthquake,19,95,1858,1858,,,"MYANMAR (BURMA): THAYETMYO, PROME"
Earthquake,40,20,1858,1858,,,"ALBANIA: DELVINON, BERATI; GREECE: CORFU"
Earthquake,42.8,23.2,1858,1858,,,BULGARIA
Earthquake,26.2,127.5,1858,1858,,,JAPAN: RYUKYU ISLANDS
Earthquake,40,20.1,1858,1858,,,"ALBANIA: VLORE, KANINA"
Earthquake,38.2,-9,1858,1858,,,PORTUGAL: SETUBAL
Earthquake,37.5,-122,1858,1858,,,"CALIFORNIA: SAN JOSE,SAN FRANCISCO"
Earthquake,1,126,1858,1858,7.3,,INDONESIA: N. MOLUCCAS ISLANDS
Earthquake,-0.3,-78.5,1859,1859,,,ECUADOR: PICHINCHA
Earthquake,43.4,11.3,1859,1859,,,ITALY: CENTRAL
Earthquake,39.9,41.3,1859,1859,6.1,,TURKEY: ERZURUM
Earthquake,40.7,48.5,1859,1859,5.9,,AZERBAIJAN: SHEMAKHA (SEMACHA)
Earthquake,1,126.5,1859,1859,7,,INDONESIA: N. MOLUCCAS ISLANDS
Earthquake,-4.6,129.9,1859,1859,,,INDONESIA: LONTHOR ISLAND
Earthquake,0.009,125.5,1859,1859,7.3,,INDONESIA: SULAWESI
Earthquake,40.2,25.8,1859,1859,,,TURKEY
Earthquake,42.8,13.1,1859,1859,,,ITALY
Earthquake,13.33,-87.81,1859,1859,6.2,,EL SALVADOR: LA UNION; HONDURAS
Earthquake,37.6,-122.3,1859,1859,,,CALIFORNIA: HALF MOON BAY
Earthquake,-5.5,130.5,1859,1859,6.8,,"INDONESIA: NEIRA I, LONTHOR I"
Earthquake,-27.35,-70.35,1859,1859,7.6,,CHILE
Earthquake,-9,111,1859,1859,,,S. JAVA SEA
Earthquake,-40.85,145.32,1859,1859,,,AUSTRALIA: TASMANIA: CIRCULAR HEAD
Earthquake,13.7,-89.8,1859,1859,7,,EL SALVADOR; GUATEMALA; NICARAGUA
Earthquake,0.9,124.9,1859,1859,,,"INDONESIA: SULAWESI: MANADO, BELANG"
Earthquake,18.52,-73.35,1860,1860,,,HAITI: ANSE-A-VEAU
Earthquake,40,20.1,1860,1860,,,ALBANIA: GJIROKASTER
Earthquake,-12.1,-77.1,1860,1860,,,"PERU: LIMA, CALLAO"
Earthquake,1.3,121,1860,1860,,,INDONESIA: SULAWESI: MINAHASSA
Earthquake,-1.25,128.5,1860,1860,,,INDONESIA: HALMAHERA ISLAND
Earthquake,-1,97.5,1861,1861,8.5,,"INDONESIA: LAGUNDI, SIMUK, TELLO I"
Earthquake,0.009,98,1861,1861,7,,INDONESIA: SW. SUMATRA
Earthquake,-32.8,-68.8,1861,1861,,,"ARGENTINA: MENDOZA, SAN LUIZ"
Earthquake,-13.8,-73.4,1861,1861,,,PERU
Earthquake,1,97.5,1861,1861,7,,INDONESIA: SW. SUMATRA
Earthquake,18.5,-77.9,1861,1861,,,JAMAICA: KINGSTON
Earthquake,13.74,41.55,1861,1861,,,ETHIOPIA: DUBBI
Earthquake,46,12,1861,1861,,,ITALY: CITTA DELLA PIEVE
Earthquake,1,97.5,1861,1861,6.8,,INDONESIA: SW. SUMATRA
Earthquake,37.5,-122,1861,1861,,,"CALIFORNIA: CONTRA COSTA,ALAMEDA COUNTIES"
Earthquake,39.1,121.7,1861,1861,6,,CHINA: LIAONING PROVINCE
Earthquake,-1.5,100,1861,1861,6.5,,INDONESIA: SW. SUMATRA
Earthquake,38.5,142,1861,1861,7.4,,JAPAN: HONSHU: MIYAGI PREFECTURE
Earthquake,38.2,22.2,1861,1861,7.5,,"GREECE: ACHAIE,VALYMITIKA,TRIPOLIS"
Earthquake,52.3,106.7,1862,1862,7.5,,RUSSIA: LAKE BAYKAL
Earthquake,14.5,121,1862,1862,6.5,,"PHILIPPINES: S LUZON ISLAND, MINDORO ISLAND"
Earthquake,38.3,20.5,1862,1862,,,GREECE: ARGOSTOLI (KEPHALLENIA)
Earthquake,40.3,19.3,1862,1862,,,"ALBANIA: VLORE, KANINA, NARTA"
Earthquake,32.7,-117.2,1862,1862,5.9,,CALIFORNIA: SAN DIEGO
Earthquake,23.4,120,1862,1862,6.5,,TAIWAN: TAINAN
Earthquake,7,0.4,1862,1862,6.5,,"GHANA: ACCRA,CHRISTIANSBORG,ASHANTI,AKWAPIM"
Earthquake,35,59,1862,1862,,,IRAN: KUHRUD
Earthquake,38.8,30.5,1862,1862,6.1,,TURKEY
Earthquake,12.7,-87,1862,1862,,,NICARAGUA: CHINANDEGA
Earthquake,35.5,111.5,1862,1862,5.5,,CHINA: SHANXI PROVINCE
Earthquake,38.1,48.2,1863,1863,,,IRAN: BULGAVAR (SE ARDABIL)
Earthquake,-6.1,106.7,1863,1863,,,INDONESIA: JAVA
Earthquake,36.5,28,1863,1863,6.7,,"GREECE: RHODES, KOS"
Earthquake,26,100.1,1863,1863,5.5,,CHINA: YUNNAN PROVINCE
Earthquake,14.5,121,1863,1863,6.5,,"PHILIPPINES: MANILA, RIZAL, BULACAN"
Earthquake,44,6.2,1863,1863,,,"FRANCE: BEYNES,MEZEL"
Earthquake,14.5,121,1863,1863,,,PHILIPPINES: MANILA
Earthquake,-7.5,109.3,1863,1863,,,INDONESIA: JAVA: BANYUMAS
Earthquake,38.25,26.25,1863,1863,,,"GREECE: KHADRA,KHIOS"
Earthquake,-19,168.5,1863,1863,7.5,,VANUATU ISLANDS
Earthquake,44.6,141.5,1863,1863,6.4,,"NW. HOKKAIDO ISLAND, JAPAN"
Earthquake,43.8,87.6,1863,1863,5.5,,CHINA: XINJIANG
Earthquake,40.5,29.1,1863,1863,6.7,,"TURKEY: GALLIPOLI, GEMLIK"
Earthquake,38,47.6,1863,1863,,,"IRAN: NIR,ARDABIL"
Earthquake,38.53,30.55,1863,1863,,,TURKEY: SUHUT
Earthquake,38.25,48.28,1864,1864,,,"IRAN: ARDABIL; AZERBAIJAN: LENKORAN, NIAR"
Earthquake,30.6,57,1864,1864,,,"IRAN: KIRMAN, CHATRUD"
Earthquake,18.2,-72.53,1864,1864,,,HAITI: JACMEL
Earthquake,-1,135,1864,1864,7.8,,INDONESIA: IRIAN JAYA: MANOKWARI
Earthquake,46.5,-53.7,1864,1864,,,"OFF COAST SW AVALON PENINSULA, NEWFOUNDLAND"
Earthquake,18.6,-97.5,1864,1864,,,"MEXICO: PUEBLA,VERACRUZ,ACULTZINGO,ACATZINGO"
Earthquake,33.38,45.98,1864,1864,6.4,,"IRAQ: ZURBATIYAH, BADRAH, TURSAQ, BAGHDAD"
Earthquake,-12,-77.1,1865,1865,,,PERU
Earthquake,33.2,44.26,1865,1865,,,"IRAQ: TURAQ, JASSAN, KUT-AL-AMARAH, BAGHDAD"
,,,1865,1865,,,JAPAN: RYUKYU ISLANDS
,,,1865,1865,,,PERU: CALLAO
,38.5,-122.5,1865,1865,,,CALIFORNIA: SONOMA COUNTY: E CENTRAL
,29.6,53.1,1865,1865,6,,"IRAN: SHIRAZ, DARVESH-ASUH"
,-7.2,110.3,1865,1865,,,INDONESIA: JAVA: AMBARAWA
,37.7,15.1,1865,1865,,,ITALY: ETNA
,39.4,26.2,1865,1865,,,GREECE: MOLYVOS (LESBOS)
,41,-124.5,1865,1865,,,"CALIFORNIA: FORT HUMBOLDT, EUREKA"
,37.2,-121.9,1865,1865,6.3,,CALIFORNIA: SANTA CRUZ
,13.25,123.5,1865,1865,6,,"PHILIPPINES: SE LUZON: TIWI,LUBAN,RINCONADA"
,-19.5,-173.5,1865,1865,8,,TONGA ISLANDS
,40.4,19.5,1866,1866,,,"ALBANIA: NARTA, VLORE, KANINA"
,19,-98,1866,1866,,,"MEXICO: PUEBLA, VERACRUZ"
,,,1866,1866,,,GREECE: AEGEAN SEA
,36.4,25.3,1866,1866,6.1,,GREECE: THERA ISLAND (SANTORINI)
,36,23,1866,1866,6,,"GREECE: IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI"
,40.3,19.3,1866,1866,,,"ALBANIA: SMOKTHINE, VELCA, VLORE"
,27.7,85.3,1866,1866,,,NEPAL: KATHMANDU
,58,-152,1866,1866,,,"ALASKA: KODIAK ISLAND, AK"
,40.1,20.1,1866,1866,6.7,,ALBANIA
,18.2,120.6,1866,1866,,,PHILIPPINES: N LUZON: LAOAG
,36.4,2.7,1867,1867,,,ALGERIA: EL AFFROUN
,39.8,20.8,1867,1867,,,GREECE: JANNINA (EPIRUS)
,38.4,20.2,1867,1867,7.9,,GREECE: CEPHALONIA
,39.2,26.4,1867,1867,7,,GREECE: MITILINI
,18.4,-64.3,1867,1867,,,VIRGIN ISLANDS; PUERTO RICO: SAN JUAN
,33.5,44.9,1867,1867,,,"IRAQ: MANDALI,JALULA,BAGHDAD"
,-7.8,110.4,1867,1867,,,"INDONESIA: JAVA: JOGYAKARTA, SURAKARTA"
,36.4,22.2,1867,1867,7.1,,GREECE: PENINSULA OF MAINA (LACONIA)
,10.9,-64.1,1867,1867,,,VENEZUELA: ISLA DE MARGARITA
,18.1,-65.1,1867,1867,7.5,,VIRGIN ISLANDS
,18.4,-64.3,1867,1867,,,VIRGIN ISLANDS; PUERTO RICO
,25.34,121.91,1867,1867,7,,TAIWAN: CHILUNG (KEELUNG)
,36.3,56.3,1868,1868,,,IRAN: ALHAK
,18.1,-65.1,1868,1868,,,VIRGIN ISLANDS
,19,-155.5,1868,1868,7.9,,HAWAII: SE OF
,41.2,69.6,1868,1868,6.5,,UZBEKISTAN: TASHKENT; KAZAKHSTAN: TURKESTAN
,21,-101,1868,1868,,,MEXICO: GUANAJUATO
,40,41.7,1868,1868,6.7,,TURKEY: ERZURUM
,55,-161,1868,1868,,,ALASKA PENINSULA
,21.2,-100.5,1868,1868,,,"MEXICO: SAN JOSE DE ITURBIDE,PUEBLA,VERACRUZ"
,16.8,-99.2,1868,1868,,,MEXICO: ACAPULCO
,24.5,91.5,1868,1868,7.5,,BANGLADESH: SYLHET
,16.8,-99.9,1868,1868,,,MEXICO: ACAPULCO
,-18.6,-71,1868,1868,8.5,,CHILE: ARICA
,10.7,-63.1,1868,1868,,,VENEZUELA: RIO CARIBE
,-18.6,-71,1868,1868,8.5,,CHILE: ARICA
,0.81,-77.72,1868,1868,8,,"ECUADOR: EL ANGEL, CONCEPCION"
,0.31,-78.18,1868,1868,7.7,,"ECUADOR: GUAYAQUIL,IBARRA; COLOMBIA: SAN PABLO"
,37.6,15.133,1868,1868,,,ITALY
,-36.7,-73.2,1868,1868,,,CHILE: CENTRAL
,-17,-72.5,1868,1868,,,"PERU: LIMA, AREQUIPA, ARICA"
,-33.1,-71.7,1868,1868,,,CHILE: CENTRAL
,-40.2,173,1868,1868,7.6,,
,41.2,43.8,1868,1868,4.5,,GEORGIA: SPASK
,37.7,-122.1,1868,1868,6.8,,"CALIFORNIA: HAYWARD,SAN FRANCISCO"
,32.4,117.8,1868,1868,5.5,,CHINA: ANHUI PROVINCE
,7,-73,1868,1868,,,"COLOMBIA: ROBADOR,SIMACOTA,BARICHARA DE CABRERA"
,24.5,92.5,1869,1869,,,"INDIA: ASSAM: CACHAR,SILCHAR"
,-36.6,-73,1869,1869,,,"CHILE: SANTIAGO, VALPARAISO"
,-39.9,-73.4,1869,1869,,,"CHILE: VALDIVIA, CORRAl"
,37.783,-122.417,1869,1869,,,CALIFORNIA: SAN FRANCISCO
,37.783,-122.417,1869,1869,,,CALIFORNIA: SAN FRANCISCO
,7.5,-72.1,1869,1869,,,"VENEZUELA: SAN CRISTOBAL,TACHIRA (LOBATERA)"
,7.7,-73.3,1869,1869,,,COLOMBIA: BOGOTA; VENEZUELA: SAN CRISTOBAL
,-12.1,-77.1,1869,1869,,,PERU: LIMA
,-19.6,-70.2,1869,1869,,,"CHILE: IQUIQUE, PISAGUA"
,27.7,85.3,1869,1869,6.5,,NEPAL: KATHMANDU
,-30,-71.4,1869,1869,,,CHILE: COQUIMBO
,40.3,19.3,1869,1869,,,"ALBANIA: VLORE, KANINA, NARTA, HIMARA"
,12.5,123.5,1869,1869,7,,PHILIPPINES: MASBATE ISLAND
,-16.4,-73.9,1869,1869,,,PERU: AREQUIPA
,-21,-70,1869,1869,6.8,,CHILE: IQUIQUE
,-19.6,-70.23,1869,1869,7.5,,"CHILE: IQUIQUE, PICA; PERU: TACNA"
,13.5,121,1869,1869,,,PHILIPPINES: S LUZON: MANILA; N MINDORO
,44.75,35,1869,1869,5.6,,"UKRAINE: CRIMEA: SUDAK, FEODOSIA"
,34.9,5.9,1869,1869,,,ALGERIA: BISKRA
,37,28,1869,1869,7.5,,GREECE: MENTECHE-MARMARITZA
,38.8,20.8,1869,1869,,,GREECE: LEUKAS (IONIAN ISLANDS)
,30,99,1870,1870,7.3,,CHINA: SICHUAN PROVINCE: BATANG
,-22.5,-68.9,1870,1870,,,CHILE
,15.4,-96.3,1870,1870,7.9,,"MEXICO: OAXACA,ZANAGUIA,SAN FRANCISCO OZOLOTEPEC"
,12.4,-86.6,1870,1870,,,NICARAGUA: LEON
,9.5,-69.5,1870,1870,,,VENEZUELA: EL TOCUYO
,38.5,22.5,1870,1870,7,,GREECE: ITEA DELPHI (PHOKIS)
,,,1870,1870,,,GREECE: CRETE
,38.5,22.5,1870,1870,7.5,,GREECE
,39.2,16.3,1870,1870,,,ITALY: COSENZA
,39.28,16.28,1870,1870,,,ITALY: TYRRHENIAN SEA
,,,1870,1870,,,ITALY: CALABRIA
,7,125.4,1870,1870,,,"PHILIPPINES: MINDANAO: DAVAO,BLANCO"
,,,1871,1871,,,ITALY: LIGURIAN COAST
,-13.65,-76.4,1871,1871,,,PERU: CHINCHA ISLANDS
,18.2,-94.5,1871,1871,,,MEXICO: MINATITLAN
,20.7,-157,1871,1871,7,,HAWAIIAN ISLANDS
,9.203,124.673,1871,1871,,,"PHILIPPINES: CAMIGUIN ISLAND: MAMBAJAO,CATARMAN"
,40.4,-124.2,1871,1871,5.9,,CALIFORNIA: HUMBOLDT COUNTY
,-35,-72.5,1871,1871,7.5,,CHILE: CENTRAL
,40.5,-73.9,1871,1871,,,NEW YORK: LONG ISLAND
,-33.1,-71.7,1871,1871,,,CHILE: VALPARAISO
,-13,-77,1871,1871,,,PERU: CALLAO
,18.35,-64.9,1871,1871,,,VIRGIN ISLANDS: ST. THOMAS
,0.5,123,1871,1871,,,INDONESIA: GORONTALO
,18.4,-64.6,1871,1871,,,BRITISH VIRGIN ISLANDS: TORTOLA ISLAND
,-20.2,-70.2,1871,1871,7.3,,CHILE
,7.4,124.2,1871,1871,,,"PHILIPPINES: W MINDANAO: COTABATO,POLLOC HARBOR"
,37.3,58.3,1871,1871,5.6,,IRAN: QUCHAN
,-41.5,-73,1871,1871,,,CHILE: PUERTO MONTT
,37.3,58.3,1872,1872,6.3,,IRAN: QUCHAN
,-16.4,-71.5,1872,1872,6.5,,PERU: AREQUIPA
,16,119,1872,1872,6,,PHILIPPINES: AGNO
,40.6,48.7,1872,1872,5.7,,AZERBAIJAN: SHEMAKHA (SEMACHA)
,39.8,20.3,1872,1872,,,GREECE: SAGIADHA-KONISPOLIS (THESPROTIA)
,34.9,132,1872,1872,7.4,,JAPAN: HONSHU: SW
,36.7,-118.1,1872,1872,7.8,,CALIFORNIA: OWENS VALLEY
,17,-96.3,1872,1872,,,"MEXICO: OAXACA,MEXICO CITY"
,36.2,36.2,1872,1872,7.3,,"TURKEY: ANTAKYA (ANTIOCH), SUEDIJE"
,5.5,-0.4,1872,1872,4.9,,GHANA: ACCRA
,34.5,48,1872,1872,,,IRAN: HAMADAN
,52.2,-168.5,1872,1872,,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS
,34.8,47.6,1872,1872,,,IRAN: SONGHOR(SONQOR)
,43.2,-71.53,1872,1872,,,NEW HAMPSHIRE: CONCORD
,48.4,23.3,1872,1872,4.3,,"UKRAINE: CARPATHIANS: DOLGE, MARAMOROSH PROVINCE"
,13.8,121,1872,1872,,,"PHILIPPINES: S LUZON: RIZAL, CAVITE; N MINDORO"
,27.07,142.21,1872,1872,,,JAPAN: BONIN ISLANDS [CHICHIJIMA ISLAND]
,37.8,27,1873,1873,,,GREECE: VATHY-CHORA (SAMOS)
,13.7,-88.7,1873,1873,,,EL SALVADOR: SAN VICENTE
,13.6,-89,1873,1873,,,"EL SALVADOR: SALVADOR,SAN VICENTE"
,46.2,12.4,1873,1873,,,ITALY: BELLUNESE
,-32.3,-71.16,1873,1873,,,"CHILE: LIGUA, QUILLOLTA"
,41.7,13.7,1873,1873,,,"ITALY: SORA, DONATO"
,44.5,4.7,1873,1873,,,"FRANCE: CHATEAUNEUF-DU-RHONE,DONZERE,VIVIERS"
,8.96,-79.53,1873,1873,,,PANAMA: PANAMA CITY
,38,23.3,1873,1873,,,GREECE: VASILIKI (LEUKAS)
,-23.6,-70.4,1873,1873,,,CHILE: ANTOFAGASTA
,42,-124,1873,1873,6.7,,CALIFORNIA: NORTHERN
,-5.5,146,1873,1873,8,,PAPUA NEW GUINEA: MACLAY COAST
,10.4,-66.6,1874,1874,,,VENEZUELA: LA GUAIRA (LA GUAAYRA)
,18.1,-65.1,1874,1874,,,VIRGIN ISLANDS
,28.2,-100.2,1874,1874,,,"MEXICO: MORELOS,GUERRERO"
